transactionId,accountId,balance,type
273,1489,379.5,withdrawal
274,691,361.4,deposit
275,169,141.1,deposit
276,906,152.4,withdrawal
277,204,46.6,withdrawal
278,667,96.7,deposit
279,1114,59.7,withdrawal
280,1482,447.8,withdrawal
281,219,223.1,withdrawal
282,905,460.8,withdrawal
283,1356,41.2,deposit
284,1349,27.4,withdrawal
285,1070,369.7,withdrawal
286,1785,454,withdrawal
287,1372,359.7,withdrawal
288,1495,443.8,deposit
289,514,226.5,withdrawal
290,860,80.9,withdrawal
291,62,363.8,deposit
292,772,256.2,deposit
293,678,225.5,withdrawal
294,146,395.3,deposit
295,935,23.4,withdrawal
296,658,173.7,withdrawal
297,1480,71.3,deposit
298,1030,20.9,withdrawal
299,1751,255.4,deposit
300,476,454.4,withdrawal
301,324,431,deposit
302,1547,202.9,deposit
303,799,17.5,withdrawal
304,1617,484.6,withdrawal
305,64,84.4,deposit
306,524,74.5,deposit
307,573,471.7,withdrawal
308,545,68.4,deposit
309,554,400.7,deposit
310,547,125,withdrawal
311,797,420.7,withdrawal
312,75,270.1,withdrawal
313,537,363,deposit
314,947,375.4,deposit
315,1218,304.9,deposit
316,924,271.3,withdrawal
317,318,312,withdrawal
318,1227,94.1,deposit
319,411,344.9,withdrawal
320,154,324.5,withdrawal
321,6,234.3,deposit
322,250,281,deposit
323,1008,89.6,deposit
324,1275,489.6,withdrawal
325,1746,138.8,deposit
326,931,282.9,withdrawal
327,39,44.6,deposit
328,899,396.2,withdrawal
329,167,209.4,withdrawal
330,632,426.6,withdrawal
331,223,170.3,withdrawal
332,872,318,withdrawal
333,1513,488.4,deposit
334,146,176.2,deposit
335,506,451.6,deposit
336,677,334.9,withdrawal
337,1092,156.4,withdrawal
338,787,78.1,withdrawal
339,1093,177.9,withdrawal
340,1096,83.6,deposit
341,1015,72.1,deposit
342,1610,373,withdrawal
343,1048,114.6,deposit
344,1082,134.6,withdrawal
345,767,306,deposit
346,95,255.8,withdrawal
347,237,223,withdrawal
348,1702,212.5,withdrawal
349,1013,449.5,deposit
350,1366,467.9,withdrawal
351,1,11.5,deposit
352,1390,269.6,deposit
353,566,242.3,withdrawal
354,1029,80.4,deposit
355,176,282.3,withdrawal
356,739,170.1,deposit
357,1124,316.3,withdrawal
358,1187,123.9,withdrawal
359,289,370.5,withdrawal
360,1719,249.9,deposit
361,367,347.5,deposit
362,1509,361.7,deposit
363,509,84.9,withdrawal
364,1020,452.1,withdrawal
365,1587,107.8,deposit
366,287,349.2,withdrawal
367,1056,267.5,withdrawal
368,1288,353.3,withdrawal
369,5,471.2,withdrawal
370,946,143,withdrawal
371,355,240.3,deposit
372,597,137,withdrawal
373,1517,41.2,deposit
374,815,452.9,deposit
375,803,242.5,deposit
376,819,142,deposit
377,510,138.1,deposit
378,700,269,withdrawal
379,56,16.3,withdrawal
380,80,369.9,withdrawal
381,624,360.3,deposit
382,694,363.9,withdrawal
383,610,453,withdrawal
384,328,260.4,deposit
385,910,476.1,withdrawal
386,787,450.6,deposit
387,1258,238.7,withdrawal
388,1181,248.8,deposit
389,434,399.1,withdrawal
390,20,27,withdrawal
391,247,456,withdrawal
392,564,283.8,withdrawal
393,21,312.6,withdrawal
394,1281,172,withdrawal
395,759,449.1,deposit
396,418,304.5,withdrawal
397,184,441.7,withdrawal
398,1496,345.1,deposit
399,1498,74.3,withdrawal
400,1493,239.1,withdrawal
401,1295,199.3,withdrawal
402,1602,245,deposit
403,76,335.3,deposit
404,904,99.7,deposit
405,1736,31.1,deposit
406,859,389.7,withdrawal
407,212,379.4,deposit
408,1237,126,deposit
409,640,264,deposit
410,1054,359,deposit
411,1327,215,withdrawal
412,70,346.8,deposit
413,1697,463.9,deposit
414,998,164.9,deposit
415,1415,100.1,deposit
416,657,267.5,withdrawal
417,838,242.3,deposit
418,917,321.2,withdrawal
419,437,148.5,deposit
420,10,382.9,deposit
421,1189,383,withdrawal
422,482,69.8,deposit
423,1276,110.9,withdrawal
424,159,428.4,withdrawal
425,1713,278.5,withdrawal
426,1791,325.6,withdrawal
427,333,55.4,deposit
428,819,306.1,withdrawal
429,1079,308.3,withdrawal
430,736,110.4,withdrawal
431,1037,312,deposit
432,302,342.6,deposit
433,86,325.5,withdrawal
434,1025,197.7,deposit
435,914,486.4,withdrawal
436,1211,282.9,deposit
437,258,432.5,withdrawal
438,1202,101.1,deposit
439,1530,141.1,withdrawal
440,762,37.3,withdrawal
441,833,346.3,withdrawal
442,733,437.3,withdrawal
443,1702,289.4,withdrawal
444,272,6.3,withdrawal
445,1756,139.2,deposit
446,95,360,withdrawal
447,1026,170.8,deposit
448,868,157.2,withdrawal
449,1664,373.2,deposit
450,1642,282.9,deposit
451,226,479.5,deposit
452,984,238.3,deposit
453,1754,190.4,withdrawal
454,345,410.8,withdrawal
455,10,332.9,deposit
456,1120,235.9,withdrawal
457,1609,173,deposit
458,458,484.7,withdrawal
459,1044,348.1,deposit
460,834,337.2,withdrawal
461,440,347,deposit
462,628,73.3,withdrawal
463,764,148.3,withdrawal
464,1471,114.9,deposit
465,860,148,deposit
466,1322,114.3,deposit
467,299,494,withdrawal
468,1637,413.6,deposit
469,745,67.6,withdrawal
470,686,488.6,deposit
471,1790,324.7,withdrawal
472,811,258.4,withdrawal
473,677,449.8,deposit
474,514,381.4,deposit
475,1112,475.6,withdrawal
476,159,331.3,deposit
477,1070,200.8,withdrawal
478,329,257.4,withdrawal
479,982,232.9,deposit
480,647,164.1,withdrawal
481,619,485.9,deposit
482,1488,122.3,deposit
483,489,102.6,deposit
484,539,471.3,deposit
485,684,297.9,withdrawal
486,881,55.3,deposit
487,504,51.3,deposit
488,1262,179.5,withdrawal
489,736,240.9,deposit
490,572,465.5,deposit
491,758,118.2,withdrawal
492,1451,263.7,deposit
493,1217,188.7,withdrawal
494,1383,408.7,deposit
495,1466,377.8,withdrawal
496,354,323.4,withdrawal
497,760,46.5,deposit
498,1025,214,deposit
499,968,88.2,withdrawal
500,1102,315.1,withdrawal
501,484,22.6,deposit
502,1226,241.4,deposit
503,152,12.9,withdrawal
504,935,192.1,withdrawal
505,1416,284.2,withdrawal
506,382,85.8,deposit
507,745,57.3,deposit
508,1475,55.3,deposit
509,807,109.1,withdrawal
510,480,262.6,deposit
511,755,66.6,withdrawal
512,1737,249,withdrawal
513,1539,184.4,withdrawal
514,1153,298.8,withdrawal
515,401,208.5,withdrawal
516,1009,474.6,deposit
517,1626,467.1,deposit
518,469,362.4,withdrawal
519,991,242.7,withdrawal
520,1544,341.1,withdrawal
521,687,200,withdrawal
522,1291,199.9,deposit
523,177,431.8,withdrawal
524,1100,78.9,deposit
525,1375,245.9,withdrawal
526,1065,464.3,withdrawal
527,1426,142.4,withdrawal
528,465,31.8,deposit
529,15,286.4,withdrawal
530,82,222.3,deposit
531,536,373.7,deposit
532,1013,133.8,withdrawal
533,214,165.6,withdrawal
534,1483,98.9,deposit
535,292,70.2,withdrawal
536,1798,420.5,deposit
537,1257,197.5,withdrawal
538,544,302.5,deposit
539,222,179.1,deposit
540,1024,82.8,deposit
541,1542,434.7,deposit
542,1339,54.8,withdrawal
543,760,200.9,deposit
544,1250,382.7,deposit
545,1695,416.9,deposit
546,1532,344.9,withdrawal
547,1512,424.2,deposit
548,710,15.1,deposit
549,1795,42.2,withdrawal
550,1622,97.1,withdrawal
551,650,173.3,withdrawal
552,520,345.8,withdrawal
553,501,88.8,withdrawal
554,113,178.2,withdrawal
555,1755,283.2,deposit
556,504,326.9,withdrawal
557,1313,283.3,deposit
558,728,99.5,withdrawal
559,838,307.6,deposit
560,301,315.6,withdrawal
561,176,12,withdrawal
562,173,464.1,deposit
563,506,284.5,withdrawal
564,1556,325.4,deposit
565,347,346.1,deposit
566,232,165.5,withdrawal
567,491,9.9,withdrawal
568,1487,199.8,withdrawal
569,684,262.3,withdrawal
570,1070,466.5,deposit
571,174,182.7,withdrawal
572,1222,259.6,deposit
573,292,443.9,deposit
574,656,123.8,withdrawal
575,590,346.2,deposit
576,689,345.9,deposit
577,1644,371.8,deposit
578,647,245.2,deposit
579,1310,385.4,withdrawal
580,43,386.6,deposit
581,74,319.9,withdrawal
582,263,169.4,withdrawal
583,779,425,deposit
584,446,164.3,deposit
585,834,426,deposit
586,1671,74.7,withdrawal
587,871,23.2,withdrawal
588,1325,218.9,withdrawal
589,75,45.2,deposit
590,1572,159.6,withdrawal
591,883,315.3,withdrawal
592,983,95.8,deposit
593,266,162.7,deposit
594,778,275.9,withdrawal
595,501,231.5,withdrawal
596,1748,323.7,withdrawal
597,1567,363.8,withdrawal
598,1217,273.7,withdrawal
599,694,196.8,deposit
600,286,49.3,deposit
601,968,61.4,withdrawal
602,1039,13.8,withdrawal
603,1630,187.8,deposit
604,1219,116.6,deposit
605,32,237,withdrawal
606,1247,403.3,withdrawal
607,1800,223.6,deposit
608,682,295.5,withdrawal
609,209,491.7,withdrawal
610,372,425.6,deposit
611,349,100.8,withdrawal
612,1121,214.4,deposit
613,226,227.1,deposit
614,1256,191.6,withdrawal
615,667,347.3,deposit
616,884,297.3,deposit
617,1615,39.3,deposit
618,23,270.1,withdrawal
619,868,142.8,withdrawal
620,1654,215,deposit
621,1701,292,withdrawal
622,505,444.1,withdrawal
623,1166,374.5,withdrawal
624,1296,157.8,withdrawal
625,1208,13.1,withdrawal
626,444,177,withdrawal
627,327,300.2,deposit
628,214,478.5,withdrawal
629,775,161.5,withdrawal
630,653,280.4,withdrawal
631,846,473.9,withdrawal
632,1521,7.4,deposit
633,908,88.4,deposit
634,666,407,withdrawal
635,1588,153.5,withdrawal
636,550,214.5,deposit
637,500,188.6,deposit
638,698,24.9,withdrawal
639,58,177.2,withdrawal
640,1466,484.2,deposit
641,765,24.2,withdrawal
642,1617,458.8,deposit
643,1037,172.1,withdrawal
644,752,149.4,deposit
645,669,139.8,deposit
646,1681,257,withdrawal
647,1143,276.4,withdrawal
648,564,327.1,deposit
649,1638,302.2,withdrawal
650,1304,479.5,withdrawal
651,488,64.2,withdrawal
652,532,54,deposit
653,188,406.6,withdrawal
654,1027,132.7,deposit
655,1005,200,deposit
656,788,41.5,deposit
657,39,26.8,withdrawal
658,919,284.1,deposit
659,100,243.6,withdrawal
660,972,173.9,deposit
661,1582,335,withdrawal
662,659,499.2,deposit
663,457,19.6,deposit
664,1533,43.9,withdrawal
665,989,210.1,withdrawal
666,1241,433.4,withdrawal
667,1436,312.3,withdrawal
668,325,322,deposit
669,1292,54.1,deposit
670,38,79.7,deposit
671,1211,386.7,deposit
672,1022,447.4,withdrawal
673,756,310,deposit
674,737,339.1,deposit
675,1114,168.8,deposit
676,208,415,withdrawal
677,1106,94.4,deposit
678,151,136,deposit
679,807,208.4,deposit
680,96,133.2,withdrawal
681,1587,20.7,withdrawal
682,1456,416.5,withdrawal
683,605,487.7,deposit
684,1646,149.9,deposit
685,1105,486.7,withdrawal
686,1465,441.8,deposit
687,1514,441.1,deposit
688,17,46.8,deposit
689,1653,61.4,withdrawal
690,1633,27.3,withdrawal
691,425,122.9,deposit
692,678,225.6,withdrawal
693,318,446.7,withdrawal
694,506,473.3,withdrawal
695,470,189.1,withdrawal
696,1170,28,deposit
697,576,214.9,withdrawal
698,368,76.8,deposit
699,1789,103.9,deposit
700,1350,247.9,withdrawal
701,1388,84.7,deposit
702,63,451.3,deposit
703,69,164.4,deposit
704,1688,220.7,deposit
705,592,163.1,withdrawal
706,1604,300.6,withdrawal
707,1025,252.9,withdrawal
708,1155,447.4,deposit
709,183,8.3,withdrawal
710,964,23,deposit
711,712,336,deposit
712,131,200,deposit
713,418,495.6,withdrawal
714,1341,36.2,deposit
715,705,128.3,withdrawal
716,453,419.8,deposit
717,39,345.2,deposit
718,16,135.7,deposit
719,1195,20.9,withdrawal
720,1317,297.6,withdrawal
721,1326,457.1,withdrawal
722,1022,487.9,withdrawal
723,177,210.5,withdrawal
724,276,21,withdrawal
725,206,377.3,withdrawal
726,1651,469.8,withdrawal
727,1135,228.1,withdrawal
728,824,192,deposit
729,138,100.5,withdrawal
730,1137,367.1,deposit
731,1416,325.4,withdrawal
732,1421,446.5,deposit
733,36,315.1,deposit
734,921,217.7,deposit
735,299,361.7,withdrawal
736,831,238.7,withdrawal
737,1443,457.7,withdrawal
738,1124,361,withdrawal
739,798,168.3,deposit
740,1282,90.1,withdrawal
741,1351,318.4,withdrawal
742,1453,109,deposit
743,1589,293.3,deposit
744,936,495.3,withdrawal
745,356,57.6,withdrawal
746,1771,109.6,withdrawal
747,1144,491.3,deposit
748,1598,119.9,deposit
749,693,187,deposit
750,975,255.2,deposit
751,122,197.6,deposit
752,605,305.8,withdrawal
753,1404,88.9,withdrawal
754,68,126.7,withdrawal
755,491,296.3,deposit
756,973,378.8,deposit
757,1220,495.8,deposit
758,605,134.7,withdrawal
759,322,48.1,deposit
760,677,322.4,withdrawal
761,625,498.7,deposit
762,1107,144.3,deposit
763,377,116.2,withdrawal
764,791,399.5,withdrawal
765,1433,122.5,withdrawal
766,1000,54.3,deposit
767,493,250,withdrawal
768,237,462.1,withdrawal
769,109,365.4,withdrawal
770,1515,398,deposit
771,502,272.1,withdrawal
772,1751,227.3,deposit
773,270,441.1,withdrawal
774,609,58.6,deposit
775,178,205.3,withdrawal
776,284,317.9,deposit
777,140,336.9,withdrawal
778,541,38.5,deposit
779,366,44.8,withdrawal
780,173,347.2,withdrawal
781,1173,299.6,deposit
782,778,24.6,deposit
783,996,99.4,withdrawal
784,1031,377.9,deposit
785,1668,321.1,deposit
786,1657,115.8,deposit
787,1758,398.4,deposit
788,174,353.9,withdrawal
789,320,461,withdrawal
790,49,84.5,withdrawal
791,1008,196,withdrawal
792,1262,463,deposit
793,112,42.5,deposit
794,1105,265.6,withdrawal
795,1488,146.4,withdrawal
796,1374,246.9,deposit
797,1668,191,deposit
798,733,342.5,deposit
799,26,291.3,withdrawal
800,137,216.9,deposit
801,1103,117.8,withdrawal
802,555,276.4,withdrawal
803,737,431.9,withdrawal
804,542,239.9,deposit
805,1465,420.4,withdrawal
806,1464,102.4,deposit
807,446,58.6,withdrawal
808,1172,224.3,withdrawal
809,1790,274.6,deposit
810,96,486.4,deposit
811,1651,497.2,withdrawal
812,315,206.1,deposit
813,1137,170.3,withdrawal
814,601,313.3,withdrawal
815,698,339.4,withdrawal
816,768,380.3,withdrawal
817,111,199.5,withdrawal
818,615,260.7,deposit
819,278,283.1,withdrawal
820,878,76.1,deposit
821,425,82.8,withdrawal
822,1361,91.5,deposit
823,1761,144.6,deposit
824,1534,50.9,withdrawal
825,200,388.5,withdrawal
826,1343,229.3,deposit
827,858,439.1,deposit
828,830,119.8,withdrawal
829,1252,153.9,deposit
830,1498,234.7,withdrawal
831,661,271,withdrawal
832,1101,447.1,withdrawal
833,381,386.8,withdrawal
834,531,226,withdrawal
835,500,358,deposit
836,879,39.1,withdrawal
837,183,428.4,withdrawal
838,1642,110.7,deposit
839,873,431.1,deposit
840,1444,289.8,deposit
841,267,310.3,deposit
842,3,336.3,deposit
843,60,255.4,deposit
844,1575,218.6,deposit
845,445,446.2,withdrawal
846,1754,334.6,deposit
847,1444,167,withdrawal
848,1117,340.8,deposit
849,53,102.8,withdrawal
850,47,237.5,withdrawal
851,1379,211.3,withdrawal
852,1594,466.2,withdrawal
853,407,449.5,withdrawal
854,876,356.9,withdrawal
855,1296,331.3,deposit
856,816,132.8,withdrawal
857,106,392.3,withdrawal
858,930,286.6,deposit
859,1097,480.7,withdrawal
860,114,234.4,deposit
861,1365,218.8,withdrawal
862,474,47.9,deposit
863,750,189.8,withdrawal
864,1653,164.7,withdrawal
865,1420,383.8,deposit
866,652,419.1,withdrawal
867,1115,500.6,deposit
868,1702,50.6,deposit
869,914,195.9,deposit
870,840,97.6,deposit
871,641,350.6,withdrawal
872,1557,166.3,deposit
873,953,39,deposit
874,434,114.4,deposit
875,1765,104.2,deposit
876,988,55.7,withdrawal
877,1782,59.8,deposit
878,1713,426.2,withdrawal
879,774,300,withdrawal
880,301,424.2,withdrawal
881,1564,460.6,deposit
882,1328,316.8,deposit
883,1290,131.7,withdrawal
884,1602,373.5,withdrawal
885,1036,198.5,deposit
886,123,70.8,deposit
887,1599,318.4,withdrawal
888,1730,406.3,deposit
889,1178,226.3,deposit
890,1702,433.1,withdrawal
891,1296,424.8,deposit
892,1364,293.8,deposit
893,862,69.1,deposit
894,159,185.5,deposit
895,1246,489.8,withdrawal
896,1516,138.7,withdrawal
897,1765,193.1,deposit
898,31,451.5,withdrawal
899,1119,316.6,withdrawal
900,1401,443.4,deposit
901,1451,78,withdrawal
902,1257,460.4,withdrawal
903,1698,168.5,withdrawal
904,671,288.7,withdrawal
905,1081,409.1,deposit
906,1221,498,deposit
907,389,288.9,withdrawal
908,883,296.6,withdrawal
909,810,358.7,withdrawal
910,1275,421.5,deposit
911,805,99.1,withdrawal
912,195,201.9,deposit
913,720,265.4,deposit
914,1492,464.1,withdrawal
915,1586,307.8,withdrawal
916,1738,87.4,withdrawal
917,536,440.9,withdrawal
918,915,366.6,withdrawal
919,567,370.1,deposit
920,423,217.3,deposit
921,1415,121.4,withdrawal
922,641,440.2,withdrawal
923,893,81.7,withdrawal
924,1676,462.1,deposit
925,593,26,deposit
926,1550,316.3,withdrawal
927,1366,261.9,withdrawal
928,329,132.9,withdrawal
929,431,498.2,withdrawal
930,883,155,withdrawal
931,1223,294.4,withdrawal
932,583,251.3,deposit
933,1489,405.9,deposit
934,850,144.8,deposit
935,489,28.9,deposit
936,579,309.5,withdrawal
937,70,468.1,deposit
938,985,193.5,deposit
939,399,464.7,withdrawal
940,1668,423.4,withdrawal
941,1431,75,withdrawal
942,1320,283.5,withdrawal
943,1767,435.6,deposit
944,631,407,withdrawal
945,735,406.3,withdrawal
946,839,105.6,withdrawal
947,1103,416,deposit
948,291,233.9,withdrawal
949,620,76,deposit
950,904,291.7,deposit
951,991,229.4,deposit
952,1713,463.1,withdrawal
953,1083,26.7,deposit
954,743,478.5,deposit
955,1449,449.6,withdrawal
956,1786,441.4,deposit
957,1401,221.2,withdrawal
958,893,472.9,deposit
959,612,137.7,deposit
960,576,344,withdrawal
961,1381,64.7,withdrawal
962,1086,463.3,withdrawal
963,285,468.7,deposit
964,1345,51.4,deposit
965,929,179.1,deposit
966,118,469.6,withdrawal
967,983,269.8,deposit
968,1008,402.2,deposit
969,982,36.6,withdrawal
970,927,183.3,withdrawal
971,1320,147.9,deposit
972,1646,388.2,withdrawal
973,366,413,deposit
974,575,494.1,withdrawal
975,275,241.7,deposit
976,1345,200.5,withdrawal
977,904,203,deposit
978,475,259.5,withdrawal
979,984,250.4,withdrawal
980,488,347.8,withdrawal
981,964,41.5,deposit
982,74,158.4,deposit
983,1113,92.6,deposit
984,1409,301.9,deposit
985,353,341.3,withdrawal
986,555,76.8,deposit
987,1274,454.1,withdrawal
988,1708,113.3,withdrawal
989,685,331.1,withdrawal
990,597,90.8,deposit
991,1186,129.3,withdrawal
992,1598,69.3,deposit
993,1491,83.6,deposit
994,1300,498.6,withdrawal
995,662,402.4,deposit
996,133,404.5,deposit
997,1544,212.2,deposit
998,545,208.4,deposit
999,1024,360.4,deposit
1000,847,14.2,deposit
1001,613,118.4,withdrawal
1002,830,435.2,withdrawal
1003,1675,99.3,withdrawal
1004,1114,363.3,deposit
1005,1054,414.2,withdrawal
1006,51,479.9,deposit
1007,1586,282.7,withdrawal
1008,1096,393.2,deposit
1009,554,62.4,deposit
1010,774,167.1,withdrawal
1011,1085,203.5,withdrawal
1012,657,153,deposit
1013,1148,256.2,withdrawal
1014,674,375.3,deposit
1015,1070,216.5,deposit
1016,1012,319.8,deposit
1017,264,75.6,deposit
1018,694,104.3,withdrawal
1019,1278,168.9,deposit
1020,1743,112.8,deposit
1021,1435,282.2,deposit
1022,1013,222.9,withdrawal
1023,1531,44.4,deposit
1024,1010,280.6,withdrawal
1025,1306,26.2,deposit
1026,86,391.8,withdrawal
1027,12,402.7,withdrawal
1028,585,402.5,withdrawal
1029,958,312.7,deposit
1030,306,425,deposit
1031,648,211.7,deposit
1032,1102,199.6,withdrawal
1033,1327,40.7,deposit
1034,224,311.1,deposit
1035,545,27.1,withdrawal
1036,1489,54.3,deposit
1037,694,77.5,withdrawal
1038,509,34.2,withdrawal
1039,913,308.3,withdrawal
1040,413,171.1,withdrawal
1041,734,393.7,withdrawal
1042,191,73.5,deposit
1043,1774,107.1,withdrawal
1044,365,166.7,deposit
1045,234,128,withdrawal
1046,901,438.1,withdrawal
1047,236,333.2,withdrawal
1048,882,429.9,withdrawal
1049,450,283.9,deposit
1050,809,359.5,withdrawal
1051,1141,187.2,withdrawal
